STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2006,,115.971,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2007,,120.037,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2008,,122.901,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2009,,121.883,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2010,,126.066,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2011,,122.735,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2012,,127.672,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2013,,128.172,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2014,,129.783,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2015,,135.961,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2016,,137.317,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2017,,139.058,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2018,,145.179,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2019,,151.847,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2020,,150.638,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2021,,150.971,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2022,,160.768,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DE,Germany,2023,,170.739,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2000,,100,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2001,,102.862,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2002,,107.898,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2003,,105.326,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2004,,102.883,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2005,,97.134,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2006,,94.799,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2007,,98.771,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2008,,102.619,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2009,,115.956,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2010,,125.656,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2011,,114.226,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2012,,113.769,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2013,,122.152,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2014,,123.111,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2015,,120.776,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2016,,120.911,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2017,,120.238,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2018,,122.001,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2019,,122.806,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2020,,123.949,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2021,,127.554,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2022,,124.395,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",DK,Denmark,2023,,136.034,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2000,,100,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2001,,104.209,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2002,,101.18,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2003,,83.598,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2004,,93.481,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2005,,99.941,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2006,,103.486,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2007,,94.245,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2008,,102.327,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2009,,90.368,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2010,,93.516,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2011,,93.04,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2012,,94.58,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2013,,90.777,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2014,,98.264,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2015,,101.007,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2016,,107.741,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2017,,96.059,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2018,,96.055,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2019,,110.896,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2020,,114.943,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2021,,128.141,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2022,,120.692,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EE,Estonia,2023,,110.296,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2000,,100,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2001,,98.347,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2002,,99.618,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2003,,96.056,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2004,,102.737,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2005,,103.36,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2006,,111.154,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2007,,83.898,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2008,,84.326,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2009,,93.608,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2010,,101.008,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2011,,99.578,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2012,,100.397,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2013,,105.43,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2014,,102.95,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2015,,107.831,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2016,,113.65,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2017,,116.431,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2018,,121.788,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2019,,130.703,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2020,,134.823,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2021,,143.352,,bi,"break in time series, value imputed by Eurostat or other receiving agencies",,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2022,,148.566,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EL,Greece,2023,,151.443,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2000,,100,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2001,,100.943,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2002,,95.175,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2003,,92.83,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2004,,92.993,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2005,,93.396,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2006,,92.791,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2007,,93.865,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2008,,108.669,,b,break in time series,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2009,,128.126,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2010,,144.484,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2011,,162.402,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2012,,198.084,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2013,,208.012,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2014,,208.8,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2015,,207.399,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2016,,218.945,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2017,,220.84,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2018,,206.979,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2019,,215.521,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2020,,196.559,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2021,,202.74,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2022,,224.306,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",ES,Spain,2023,,246.619,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2000,,100,,,,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2001,,101.728,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2002,,101.667,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2003,,101.608,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2004,,99.753,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2005,,100.596,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2006,,101.718,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2007,,101.191,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2008,,103.75,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2009,,112.974,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2010,,117.906,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2011,,114.393,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2012,,123.075,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2013,,126.054,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2014,,126.728,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2015,,129.156,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2016,,132.016,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2017,,132.306,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2018,,132.281,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2019,,134.112,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2020,,132.258,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2021,,134.573,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2022,,140.566,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",EU27_2020,European Union - 27 countries (from 2020),2023,,144.479,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC030(1.0),Resource productivity,A,Annual,I00,"Index, 2000=100",FI,Finland,2000,,100,,,,,
